STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Total Crime,Region
CHHATTISGARH,RAJNANDGAON,2004,61,2,5,74,8,40,0,190,CENTRAL REGION
CHHATTISGARH,SARGUJA,2004,123,13,2,148,1,64,0,351,CENTRAL REGION
CHHATTISGARH,BALRAMPUR,2005,36,1,0,20,5,13,0,75,CENTRAL REGION
CHHATTISGARH,BILASPUR,2005,77,36,18,154,19,117,0,421,CENTRAL REGION
CHHATTISGARH,BIZAPUR,2005,5,0,0,3,0,0,0,8,CENTRAL REGION
CHHATTISGARH,DANTEWARA,2005,15,5,0,12,0,2,0,34,CENTRAL REGION
CHHATTISGARH,DHAMTARI,2005,26,9,2,80,11,15,0,143,CENTRAL REGION
CHHATTISGARH,DURG,2005,128,19,14,216,23,107,0,507,CENTRAL REGION
CHHATTISGARH,GRP RAIPUR,2005,2,1,2,6,0,2,0,13,CENTRAL REGION
CHHATTISGARH,JAGDALPUR,2005,74,0,3,50,2,24,0,153,CENTRAL REGION
CHHATTISGARH,JANJGIR,2005,43,5,12,77,8,104,0,249,CENTRAL REGION
CHHATTISGARH,JASHPUR,2005,68,18,3,45,10,6,0,150,CENTRAL REGION
CHHATTISGARH,KABIRDHAM,2005,24,4,1,55,3,31,0,118,CENTRAL REGION
CHHATTISGARH,KANKER,2005,32,9,0,26,0,9,0,76,CENTRAL REGION
CHHATTISGARH,KORBA,2005,27,2,7,48,4,29,0,117,CENTRAL REGION
CHHATTISGARH,KORIYA,2005,51,5,3,64,1,43,0,167,CENTRAL REGION
CHHATTISGARH,MAHASAMUND,2005,25,5,3,81,6,23,0,143,CENTRAL REGION
CHHATTISGARH,NARAYANPUR,2005,1,0,0,6,0,1,0,8,CENTRAL REGION
CHHATTISGARH,RAIGARH,2005,35,11,9,64,2,32,0,153,CENTRAL REGION
CHHATTISGARH,RAIPUR,2005,125,41,16,235,29,94,0,540,CENTRAL REGION
CHHATTISGARH,RAJNANDGAON,2005,81,6,5,69,6,25,0,192,CENTRAL REGION
CHHATTISGARH,SARGUJA,2005,74,0,1,77,1,31,0,184,CENTRAL REGION
CHHATTISGARH,SURAJPUR,2005,41,7,1,62,2,24,0,137,CENTRAL REGION
CHHATTISGARH,BALRAMPUR,2006,45,1,0,40,0,9,0,95,CENTRAL REGION
CHHATTISGARH,BILASPUR,2006,68,27,23,192,13,120,0,443,CENTRAL REGION
CHHATTISGARH,BIZAPUR,2006,6,0,0,3,0,1,0,10,CENTRAL REGION
CHHATTISGARH,DANTEWARA,2006,14,9,1,11,1,4,0,40,CENTRAL REGION
CHHATTISGARH,DHAMTARI,2006,27,4,0,62,10,16,0,119,CENTRAL REGION
CHHATTISGARH,DURG,2006,108,18,19,241,27,102,0,515,CENTRAL REGION
CHHATTISGARH,GRP RAIPUR,2006,1,0,0,3,2,3,0,9,CENTRAL REGION
CHHATTISGARH,JAGDALPUR,2006,71,13,4,55,0,18,0,161,CENTRAL REGION
CHHATTISGARH,JANJGIR,2006,40,9,10,109,10,90,0,268,CENTRAL REGION
CHHATTISGARH,JASHPUR,2006,62,7,1,46,3,11,0,130,CENTRAL REGION
CHHATTISGARH,KABIRDHAM,2006,36,0,1,67,8,35,0,147,CENTRAL REGION
CHHATTISGARH,KANKER,2006,23,6,2,20,5,13,0,69,CENTRAL REGION
CHHATTISGARH,KORBA,2006,40,4,5,86,6,27,0,168,CENTRAL REGION
CHHATTISGARH,KORIYA,2006,51,5,0,64,2,27,0,149,CENTRAL REGION
CHHATTISGARH,MAHASAMUND,2006,32,2,2,64,3,20,0,123,CENTRAL REGION
CHHATTISGARH,NARAYANPUR,2006,2,0,0,3,0,0,0,5,CENTRAL REGION
CHHATTISGARH,RAIGARH,2006,38,7,4,92,9,22,0,172,CENTRAL REGION
CHHATTISGARH,RAIPUR,2006,130,42,25,228,34,98,0,557,CENTRAL REGION
CHHATTISGARH,RAJNANDGAON,2006,69,9,5,83,7,40,1,214,CENTRAL REGION
CHHATTISGARH,SARGUJA,2006,75,11,0,72,1,29,0,188,CENTRAL REGION
CHHATTISGARH,SURAJPUR,2006,57,4,1,57,2,32,0,153,CENTRAL REGION
CHHATTISGARH,BALRAMPUR,2007,46,1,1,45,0,22,0,115,CENTRAL REGION
CHHATTISGARH,BILASPUR,2007,61,22,26,179,8,129,0,425,CENTRAL REGION
CHHATTISGARH,BIZAPUR,2007,4,0,0,4,0,2,0,10,CENTRAL REGION
CHHATTISGARH,DANTEWARA,2007,8,2,0,8,2,4,0,24,CENTRAL REGION
CHHATTISGARH,DHAMTARI,2007,26,6,1,63,7,15,0,118,CENTRAL REGION
CHHATTISGARH,DURG,2007,119,22,14,200,13,101,0,469,CENTRAL REGION
CHHATTISGARH,GRP RAIPUR,2007,1,1,1,4,0,0,0,7,CENTRAL REGION
CHHATTISGARH,JAGDALPUR,2007,60,14,2,45,2,24,0,147,CENTRAL REGION
CHHATTISGARH,JANJGIR,2007,54,5,13,97,10,89,0,268,CENTRAL REGION
CHHATTISGARH,JASHPUR,2007,61,18,1,43,4,11,0,138,CENTRAL REGION
CHHATTISGARH,KABIRDHAM,2007,29,0,3,57,8,32,0,129,CENTRAL REGION
CHHATTISGARH,KANKER,2007,22,6,1,24,1,16,0,70,CENTRAL REGION
CHHATTISGARH,KORBA,2007,31,4,1,69,4,43,0,152,CENTRAL REGION
CHHATTISGARH,KORIYA,2007,66,8,0,77,0,29,0,180,CENTRAL REGION
CHHATTISGARH,MAHASAMUND,2007,25,3,2,56,3,16,0,105,CENTRAL REGION
CHHATTISGARH,NARAYANPUR,2007,3,0,0,2,0,2,0,7,CENTRAL REGION
CHHATTISGARH,RAIGARH,2007,55,7,7,86,12,33,0,200,CENTRAL REGION
CHHATTISGARH,RAIPUR,2007,120,39,15,253,28,131,0,586,CENTRAL REGION
CHHATTISGARH,RAJNANDGAON,2007,54,11,8,78,6,59,0,216,CENTRAL REGION
CHHATTISGARH,SARGUJA,2007,72,9,1,78,1,30,0,191,CENTRAL REGION
CHHATTISGARH,SURAJPUR,2007,65,3,3,81,2,36,0,190,CENTRAL REGION
CHHATTISGARH,BALRAMPUR,2008,41,5,3,43,0,24,0,116,CENTRAL REGION
CHHATTISGARH,BILASPUR,2008,71,25,19,171,4,136,0,426,CENTRAL REGION
CHHATTISGARH,BIZAPUR,2008,5,2,0,5,0,1,0,13,CENTRAL REGION
CHHATTISGARH,DANTEWARA,2008,10,7,1,17,1,3,0,39,CENTRAL REGION
CHHATTISGARH,DHAMTARI,2008,26,4,3,47,4,19,0,103,CENTRAL REGION
CHHATTISGARH,DURG,2008,109,12,11,218,17,118,0,485,CENTRAL REGION
CHHATTISGARH,GRP RAIPUR,2008,2,0,0,4,2,0,0,8,CENTRAL REGION
CHHATTISGARH,JAGDALPUR,2008,68,11,2,49,2,23,0,155,CENTRAL REGION
CHHATTISGARH,JANJGIR,2008,47,7,14,135,12,123,0,338,CENTRAL REGION
CHHATTISGARH,JASHPUR,2008,71,41,0,56,3,19,0,190,CENTRAL REGION
CHHATTISGARH,KABIRDHAM,2008,29,4,5,79,6,23,0,146,CENTRAL REGION
CHHATTISGARH,KANKER,2008,15,7,4,26,3,13,0,68,CENTRAL REGION
CHHATTISGARH,KORBA,2008,31,9,5,68,10,42,0,165,CENTRAL REGION
CHHATTISGARH,KORIYA,2008,54,5,2,93,6,34,0,194,CENTRAL REGION
CHHATTISGARH,MAHASAMUND,2008,24,7,6,57,4,27,0,125,CENTRAL REGION
CHHATTISGARH,NARAYANPUR,2008,1,0,0,0,0,0,0,1,CENTRAL REGION
CHHATTISGARH,RAIGARH,2008,30,7,7,74,8,45,0,171,CENTRAL REGION
CHHATTISGARH,RAIPUR,2008,128,36,11,247,34,124,0,580,CENTRAL REGION
CHHATTISGARH,RAJNANDGAON,2008,60,12,7,72,5,57,0,213,CENTRAL REGION
CHHATTISGARH,SARGUJA,2008,78,8,3,89,3,27,0,208,CENTRAL REGION
CHHATTISGARH,SURAJPUR,2008,78,7,3,71,1,39,0,199,CENTRAL REGION
CHHATTISGARH,BALRAMPUR,2009,43,10,2,40,26,0,0,121,CENTRAL REGION
CHHATTISGARH,BILASPUR,2009,59,32,30,175,17,131,0,444,CENTRAL REGION
CHHATTISGARH,BIZAPUR,2009,10,0,0,1,0,3,0,14,CENTRAL REGION
CHHATTISGARH,DANTEWARA,2009,14,5,0,14,0,5,0,38,CENTRAL REGION
CHHATTISGARH,DHAMTARI,2009,24,7,1,64,3,15,0,114,CENTRAL REGION
CHHATTISGARH,DURG,2009,109,17,8,223,20,124,0,501,CENTRAL REGION
CHHATTISGARH,GRP RAIPUR,2009,0,1,0,1,0,1,0,3,CENTRAL REGION
CHHATTISGARH,JAGDALPUR,2009,60,15,0,36,1,17,0,129,CENTRAL REGION
CHHATTISGARH,JANJGIR,2009,25,11,12,97,10,96,0,251,CENTRAL REGION
CHHATTISGARH,JASHPUR,2009,64,24,3,57,2,25,0,175,CENTRAL REGION
CHHATTISGARH,KABIRDHAM,2009,20,0,1,55,6,29,0,111,CENTRAL REGION
CHHATTISGARH,KANKER,2009,22,4,2,28,2,16,0,74,CENTRAL REGION
CHHATTISGARH,KORBA,2009,35,4,9,82,8,52,0,190,CENTRAL REGION
CHHATTISGARH,KORIYA,2009,70,8,4,83,11,58,0,234,CENTRAL REGION
CHHATTISGARH,MAHASAMUND,2009,28,4,8,60,4,17,0,121,CENTRAL REGION
CHHATTISGARH,NARAYANPUR,2009,1,0,1,4,0,0,0,6,CENTRAL REGION
CHHATTISGARH,RAIGARH,2009,43,18,9,73,4,36,0,183,CENTRAL REGION
CHHATTISGARH,RAIPUR,2009,145,35,26,260,32,120,0,618,CENTRAL REGION
CHHATTISGARH,RAJNANDGAON,2009,47,12,8,78,5,59,0,209,CENTRAL REGION
CHHATTISGARH,SARGUJA,2009,81,15,1,86,0,45,0,228,CENTRAL REGION
CHHATTISGARH,SURAJPUR,2009,76,7,3,81,1,44,0,212,CENTRAL REGION
CHHATTISGARH,BALRAMPUR,2010,61,0,1,71,29,0,0,162,CENTRAL REGION
CHHATTISGARH,BILASPUR,2010,69,26,20,167,18,130,0,430,CENTRAL REGION
CHHATTISGARH,BIZAPUR,2010,3,3,0,0,0,6,0,12,CENTRAL REGION
CHHATTISGARH,DANTEWARA,2010,9,6,2,8,0,5,0,30,CENTRAL REGION
CHHATTISGARH,DHAMTARI,2010,40,5,2,55,6,18,0,126,CENTRAL REGION
CHHATTISGARH,DURG,2010,106,35,14,269,36,118,0,578,CENTRAL REGION
CHHATTISGARH,GRP RAIPUR,2010,1,2,0,3,0,1,0,7,CENTRAL REGION
CHHATTISGARH,JAGDALPUR,2010,48,15,4,33,4,23,0,127,CENTRAL REGION
CHHATTISGARH,JANJGIR,2010,39,8,14,90,6,100,0,257,CENTRAL REGION
CHHATTISGARH,JASHPUR,2010,69,21,0,53,4,26,0,173,CENTRAL REGION
CHHATTISGARH,KABIRDHAM,2010,19,7,2,85,7,18,0,138,CENTRAL REGION
CHHATTISGARH,KANKER,2010,18,5,2,27,2,8,0,62,CENTRAL REGION
CHHATTISGARH,KORBA,2010,32,6,10,80,4,40,0,172,CENTRAL REGION
CHHATTISGARH,KORIYA,2010,58,21,3,98,9,48,0,237,CENTRAL REGION
CHHATTISGARH,MAHASAMUND,2010,26,6,7,65,5,13,0,122,CENTRAL REGION
CHHATTISGARH,NARAYANPUR,2010,3,2,0,5,0,2,0,12,CENTRAL REGION
CHHATTISGARH,RAIGARH,2010,52,19,10,89,7,45,0,222,CENTRAL REGION
CHHATTISGARH,RAIPUR,2010,136,39,7,268,33,125,2,610,CENTRAL REGION
CHHATTISGARH,RAJNANDGAON,2010,43,15,9,72,5,41,0,185,CENTRAL REGION
CHHATTISGARH,SARGUJA,2010,103,25,3,99,1,40,0,271,CENTRAL REGION
CHHATTISGARH,SURAJPUR,2010,77,13,5,69,6,54,0,224,CENTRAL REGION
CHHATTISGARH,BALRAMPUR,2011,55,0,3,52,0,23,0,133,CENTRAL REGION
CHHATTISGARH,BILASPUR,2011,70,16,17,146,4,72,0,325,CENTRAL REGION
CHHATTISGARH,BIZAPUR,2011,4,2,0,5,0,3,0,14,CENTRAL REGION
CHHATTISGARH,DANTEWARA,2011,8,7,0,10,1,9,0,35,CENTRAL REGION
CHHATTISGARH,DHAMTARI,2011,27,18,4,44,3,16,0,112,CENTRAL REGION
CHHATTISGARH,DURG,2011,115,86,13,291,43,131,1,680,CENTRAL REGION
CHHATTISGARH,GARIYABAND,2011,21,1,5,30,1,8,0,66,CENTRAL REGION
CHHATTISGARH,GRP RAIPUR,2011,2,0,1,1,0,1,0,5,CENTRAL REGION
CHHATTISGARH,JAGDALPUR,2011,68,9,0,29,3,19,0,128,CENTRAL REGION
CHHATTISGARH,JANJGIR,2011,33,10,15,114,15,104,0,291,CENTRAL REGION
CHHATTISGARH,JASHPUR,2011,78,33,1,69,2,36,0,219,CENTRAL REGION
CHHATTISGARH,KABIRDHAM,2011,23,16,2,43,7,14,0,105,CENTRAL REGION
CHHATTISGARH,KANKER,2011,29,4,4,14,2,10,0,63,CENTRAL REGION
CHHATTISGARH,KORBA,2011,39,2,5,86,12,48,0,192,CENTRAL REGION
CHHATTISGARH,KORIYA,2011,72,11,3,95,1,55,1,238,CENTRAL REGION
CHHATTISGARH,MAHASAMUND,2011,30,35,2,65,11,31,0,174,CENTRAL REGION
CHHATTISGARH,NARAYANPUR,2011,5,0,0,2,1,0,0,8,CENTRAL REGION
CHHATTISGARH,RAIGARH,2011,62,10,11,84,6,32,0,205,CENTRAL REGION
CHHATTISGARH,RAIPUR,2011,133,35,11,232,53,100,0,564,CENTRAL REGION
CHHATTISGARH,RAJNANDGAON,2011,38,21,4,70,3,23,0,159,CENTRAL REGION
CHHATTISGARH,SARGUJA,2011,65,32,0,114,3,36,0,250,CENTRAL REGION
CHHATTISGARH,SURAJPUR,2011,76,17,3,58,3,63,0,220,CENTRAL REGION
CHHATTISGARH,BALOD,2012,22,6,4,50,1,9,0,92,CENTRAL REGION
CHHATTISGARH,BALODA BAZAR,2012,45,18,0,98,10,37,0,208,CENTRAL REGION
CHHATTISGARH,BALRAMPUR,2012,64,0,0,52,2,30,0,148,CENTRAL REGION
CHHATTISGARH,BEMETARA,2012,24,18,3,61,5,29,0,140,CENTRAL REGION
CHHATTISGARH,BILASPUR,2012,47,28,10,169,11,95,0,360,CENTRAL REGION
CHHATTISGARH,BIZAPUR,2012,4,3,0,5,0,1,0,13,CENTRAL REGION
CHHATTISGARH,DANTEWARA,2012,7,1,0,4,0,5,0,17,CENTRAL REGION
CHHATTISGARH,DHAMTARI,2012,21,2,1,36,11,15,0,86,CENTRAL REGION
CHHATTISGARH,DURG,2012,91,47,9,178,25,111,0,461,CENTRAL REGION
CHHATTISGARH,GARIYABAND,2012,19,2,1,28,5,6,0,61,CENTRAL REGION
CHHATTISGARH,GRP RAIPUR,2012,2,6,0,5,0,2,0,15,CENTRAL REGION
CHHATTISGARH,JAGDALPUR,2012,36,10,0,20,0,8,0,74,CENTRAL REGION
CHHATTISGARH,JANJGIR,2012,33,19,11,104,13,123,0,303,CENTRAL REGION
CHHATTISGARH,JASHPUR,2012,80,19,2,29,0,31,0,161,CENTRAL REGION
CHHATTISGARH,KABIRDHAM,2012,22,14,1,58,2,20,0,117,CENTRAL REGION
CHHATTISGARH,KANKER,2012,23,6,2,18,1,19,0,69,CENTRAL REGION
CHHATTISGARH,KONDAGAON,2012,11,0,0,4,3,2,0,20,CENTRAL REGION
CHHATTISGARH,KORBA,2012,43,15,4,59,7,42,0,170,CENTRAL REGION
CHHATTISGARH,KORIYA,2012,42,12,5,86,2,65,0,212,CENTRAL REGION
CHHATTISGARH,MAHASAMUND,2012,28,37,4,63,4,33,0,169,CENTRAL REGION
CHHATTISGARH,MUNGELI,2012,6,13,2,24,3,26,0,74,CENTRAL REGION
CHHATTISGARH,NARAYANPUR,2012,5,1,0,4,2,0,0,12,CENTRAL REGION
CHHATTISGARH,RAIGARH,2012,69,14,6,81,8,55,0,233,CENTRAL REGION
CHHATTISGARH,RAIPUR,2012,111,14,8,148,38,109,0,428,CENTRAL REGION
CHHATTISGARH,RAJNANDGAON,2012,31,7,3,52,7,17,0,117,CENTRAL REGION
CHHATTISGARH,SARGUJA,2012,73,18,0,89,1,25,0,206,CENTRAL REGION
CHHATTISGARH,SUKMA,2012,1,5,0,2,0,2,0,10,CENTRAL REGION
CHHATTISGARH,SURAJPUR,2012,74,15,5,74,1,63,0,232,CENTRAL REGION
CHHATTISGARH,BALOD,2013,20,20,3,67,2,11,0,123,CENTRAL REGION
CHHATTISGARH,BALODA BAZAR,2013,55,129,4,110,22,31,0,351,CENTRAL REGION
CHHATTISGARH,BALRAMPUR,2013,84,0,8,50,2,31,1,176,CENTRAL REGION
CHHATTISGARH,BEMETARA,2013,28,27,5,57,2,19,0,138,CENTRAL REGION
CHHATTISGARH,BILASPUR,2013,96,295,13,308,10,130,0,852,CENTRAL REGION
CHHATTISGARH,BIZAPUR,2013,6,10,0,6,1,1,0,24,CENTRAL REGION
CHHATTISGARH,DANTEWARA,2013,9,6,0,9,0,1,0,25,CENTRAL REGION
CHHATTISGARH,DHAMTARI,2013,30,29,0,59,1,14,0,133,CENTRAL REGION
CHHATTISGARH,DURG,2013,106,83,9,236,34,147,0,615,CENTRAL REGION
CHHATTISGARH,GARIYABAND,2013,32,23,0,24,8,12,0,99,CENTRAL REGION
CHHATTISGARH,GRP RAIPUR,2013,2,1,0,3,0,1,0,7,CENTRAL REGION
CHHATTISGARH,JAGDALPUR,2013,53,40,2,30,1,16,0,142,CENTRAL REGION
CHHATTISGARH,JASHPUR,2013,88,41,3,52,3,25,0,212,CENTRAL REGION
CHHATTISGARH,KABIRDHAM,2013,30,29,3,72,3,11,0,148,CENTRAL REGION
CHHATTISGARH,KANKER,2013,51,39,2,27,2,29,0,150,CENTRAL REGION
CHHATTISGARH,KORBA,2013,57,63,4,71,9,66,0,270,CENTRAL REGION
CHHATTISGARH,KORIYA,2013,63,64,3,88,4,55,0,277,CENTRAL REGION
CHHATTISGARH,MAHASAMUND,2013,49,102,8,104,11,48,0,322,CENTRAL REGION
CHHATTISGARH,MUNGELI,2013,23,61,4,44,3,23,0,158,CENTRAL REGION
CHHATTISGARH,NARAYANPUR,2013,10,3,0,3,0,2,0,18,CENTRAL REGION
CHHATTISGARH,RAIGARH,2013,90,163,5,126,10,53,0,447,CENTRAL REGION
CHHATTISGARH,RAIPUR,2013,139,327,11,263,32,173,0,945,CENTRAL REGION
CHHATTISGARH,SARGUJA,2013,71,19,0,118,1,35,0,244,CENTRAL REGION
CHHATTISGARH,SUKMA,2013,8,3,1,2,1,4,0,19,CENTRAL REGION
CHHATTISGARH,SURAJPUR,2013,59,49,3,84,3,67,0,265,CENTRAL REGION
CHHATTISGARH,BALOD,2014,34,18,4,62,3,23,0,144,CENTRAL REGION
CHHATTISGARH,BALODBAZAR,2014,40,113,8,95,6,32,0,294,CENTRAL REGION
CHHATTISGARH,BALRAMPUR,2014,111,14,5,62,1,39,0,232,CENTRAL REGION
CHHATTISGARH,BEMETRA,2014,41,23,3,56,0,19,0,142,CENTRAL REGION
CHHATTISGARH,BILASPUR,2014,94,156,13,211,5,75,0,554,CENTRAL REGION
CHHATTISGARH,BIZAPUR,2014,6,8,0,2,0,2,0,18,CENTRAL REGION
CHHATTISGARH,DANTEWARA,2014,11,6,0,9,0,6,0,32,CENTRAL REGION
CHHATTISGARH,DHAMTARI,2014,36,19,3,49,6,9,0,122,CENTRAL REGION
CHHATTISGARH,DURG,2014,84,150,12,254,12,172,0,684,CENTRAL REGION
CHHATTISGARH,GARIYABAND,2014,42,13,3,31,3,14,0,106,CENTRAL REGION
CHHATTISGARH,G. R. P. RAIPUR,2014,0,1,1,8,0,4,0,14,CENTRAL REGION
CHHATTISGARH,JANJGIR,2014,64,106,20,141,7,90,0,428,CENTRAL REGION
CHHATTISGARH,JASHPUR,2014,86,33,0,48,0,11,0,178,CENTRAL REGION
CHHATTISGARH,KABIRDHAM,2014,39,54,6,84,2,14,0,199,CENTRAL REGION
CHHATTISGARH,KONDAGAON,2014,21,15,1,16,0,8,0,61,CENTRAL REGION
CHHATTISGARH,KORBA,2014,68,36,6,83,4,51,0,248,CENTRAL REGION
CHHATTISGARH,KORIYA,2014,58,62,2,74,1,59,0,256,CENTRAL REGION
CHHATTISGARH,MAHASAMUND,2014,44,65,10,99,4,28,0,250,CENTRAL REGION
CHHATTISGARH,MUNGALI,2014,10,32,6,38,15,14,0,115,CENTRAL REGION
CHHATTISGARH,NARAYANPUR,2014,7,5,0,6,0,1,0,19,CENTRAL REGION
CHHATTISGARH,RAIGARH,2014,121,49,7,140,1,46,0,364,CENTRAL REGION
CHHATTISGARH,RAIPUR,2014,141,179,3,224,4,96,0,647,CENTRAL REGION
CHHATTISGARH,RAJNANDGAON,2014,57,93,4,100,3,33,0,290,CENTRAL REGION
CHHATTISGARH,SARGUJA,2014,94,11,4,76,0,23,0,208,CENTRAL REGION
CHHATTISGARH,SUKMA,2014,5,5,0,5,0,3,0,18,CENTRAL REGION
CHHATTISGARH,SURAJPUR,2014,50,65,1,70,0,47,0,233,CENTRAL REGION
CHHATTISGARH,BALOD,2015,37,32,4,50,1,13,0,137,CENTRAL REGION
CHHATTISGARH,BALODBAZAR,2015,60,83,4,90,1,16,0,254,CENTRAL REGION
CHHATTISGARH,BALRAMPUR,2015,98,14,3,65,1,24,0,205,CENTRAL REGION
CHHATTISGARH,BILASPUR,2015,93,144,6,204,1,47,0,495,CENTRAL REGION
CHHATTISGARH,BIZAPUR,2015,9,12,0,4,0,4,0,29,CENTRAL REGION
CHHATTISGARH,DANTEWARA,2015,9,8,0,10,0,2,0,29,CENTRAL REGION
CHHATTISGARH,DHAMTARI,2015,35,13,0,39,2,6,0,95,CENTRAL REGION
CHHATTISGARH,DURG,2015,112,125,1,226,8,84,0,556,CENTRAL REGION
CHHATTISGARH,GARIYABAND,2015,46,17,0,25,1,13,0,102,CENTRAL REGION
CHHATTISGARH,G. R. P. RAIPUR,2015,0,2,1,8,1,0,0,12,CENTRAL REGION
CHHATTISGARH,JAGDALPUR,2015,58,50,2,28,0,10,0,148,CENTRAL REGION
CHHATTISGARH,JANJGIR,2015,54,79,20,112,6,42,0,313,CENTRAL REGION
CHHATTISGARH,JASHPUR,2015,98,57,0,44,0,3,0,202,CENTRAL REGION
CHHATTISGARH,KABIRDHAM,2015,29,35,1,72,0,20,0,157,CENTRAL REGION
CHHATTISGARH,KANKER,2015,56,31,2,36,3,24,0,152,CENTRAL REGION
CHHATTISGARH,KORBA,2015,67,51,7,64,3,36,0,228,CENTRAL REGION
CHHATTISGARH,KORIYA,2015,68,41,1,75,2,34,0,221,CENTRAL REGION
CHHATTISGARH,MAHASAMUND,2015,43,48,2,76,5,15,0,189,CENTRAL REGION
CHHATTISGARH,NARAYANPUR,2015,5,7,0,0,0,0,0,12,CENTRAL REGION
CHHATTISGARH,RAIGARH,2015,122,75,16,98,6,48,0,365,CENTRAL REGION
CHHATTISGARH,RAIPUR,2015,198,205,8,205,7,70,0,693,CENTRAL REGION
CHHATTISGARH,RAJNANDGAON,2015,49,73,4,87,1,28,0,242,CENTRAL REGION
CHHATTISGARH,SARGUJA,2015,82,14,0,76,0,6,0,178,CENTRAL REGION
CHHATTISGARH,SUKMA,2015,5,5,0,6,0,1,0,17,CENTRAL REGION
CHHATTISGARH,SURAJPUR,2015,55,45,3,58,1,40,0,202,CENTRAL REGION
GOA,SOUTH GOA,2001,8,5,0,5,5,5,0,28,WESTERN REGION
GOA,NORTH GOA,2002,9,3,1,9,4,6,0,32,WESTERN REGION
GOA,SOUTH GOA,2002,3,2,1,9,2,2,0,19,WESTERN REGION
GOA,NORTH GOA,2003,22,8,1,11,4,9,0,55,WESTERN REGION
GOA,SOUTH GOA,2003,9,5,1,8,3,15,0,41,WESTERN REGION
GOA,NORTH GOA,2004,13,2,2,16,8,6,0,47,WESTERN REGION
GOA,SOUTH GOA,2004,24,8,0,7,7,11,0,57,WESTERN REGION
GOA,NORTH GOA,2005,11,4,0,15,6,7,0,43,WESTERN REGION
GOA,SOUTH GOA,2005,9,8,2,15,2,4,0,40,WESTERN REGION
GOA,NORTH GOA,2006,8,5,0,8,3,8,0,32,WESTERN REGION
GOA,SOUTH GOA,2006,13,5,0,10,4,6,0,38,WESTERN REGION
GOA,NORTH GOA,2007,5,2,2,8,4,3,0,24,WESTERN REGION
GOA,SOUTH GOA,2007,15,5,0,12,3,11,0,46,WESTERN REGION
GOA,NORTH GOA,2008,15,17,0,15,2,5,0,54,WESTERN REGION
GOA,SOUTH GOA,2008,15,11,2,17,10,7,0,62,WESTERN REGION
GOA,NORTH GOA,2009,31,10,1,17,5,12,0,76,WESTERN REGION
GOA,SOUTH GOA,2009,16,12,2,20,5,9,0,64,WESTERN REGION
GOA,NORTH GOA,2010,12,7,1,24,10,9,0,63,WESTERN REGION
GOA,SOUTH GOA,2010,24,11,0,12,6,8,0,61,WESTERN REGION
GOA,NORTH GOA,2011,13,8,1,20,9,10,0,61,WESTERN REGION
GOA,SOUTH GOA,2011,16,9,0,9,3,8,0,45,WESTERN REGION
GOA,NORTH GOA,2012,26,10,0,29,14,11,0,90,WESTERN REGION
GOA,SOUTH GOA,2012,29,6,0,20,2,13,0,70,WESTERN REGION
GOA,NORTH GOA,2013,48,31,0,103,36,17,0,235,WESTERN REGION
GOA,SOUTH GOA,2013,38,39,0,59,18,23,0,177,WESTERN REGION
GOA,NORTH GOA,2014,55,55,0,146,40,11,0,307,WESTERN REGION
GOA,SOUTH GOA,2014,37,31,0,53,17,23,0,161,WESTERN REGION
GOA,C. I. D.,2014,3,0,0,3,0,1,0,7,WESTERN REGION
GOA,NORTH GOA,2015,49,43,0,86,9,4,0,191,WESTERN REGION
GOA,SOUTH GOA,2015,34,27,0,57,24,12,0,154,WESTERN REGION
GOA,C. I. D.,2015,3,0,0,7,1,3,0,14,WESTERN REGION
GUJARAT,AHMEDABAD COMMR.,2001,39,117,7,54,27,530,0,774,WESTERN REGION
GUJARAT,AHMEDABAD RURAL,2001,5,27,0,26,0,84,0,142,WESTERN REGION
GUJARAT,AHWA-DANG,2001,1,1,0,2,0,2,0,6,WESTERN REGION
GUJARAT,AMRELI,2001,2,34,2,21,0,94,0,153,WESTERN REGION
GUJARAT,ANAND,2001,3,28,0,27,3,210,0,271,WESTERN REGION
GUJARAT,BHARUCH,2001,4,34,0,19,0,56,0,113,WESTERN REGION
GUJARAT,BHAVNAGAR,2001,9,51,2,36,7,129,0,234,WESTERN REGION
GUJARAT,DAHOD,2001,5,15,0,17,0,11,0,48,WESTERN REGION
GUJARAT,GANDHINAGAR,2001,4,12,3,37,7,116,0,179,WESTERN REGION
GUJARAT,HIMATNAGAR,2001,17,29,4,51,0,165,0,266,WESTERN REGION
GUJARAT,JAMNAGAR,2001,20,22,2,18,2,163,0,227,WESTERN REGION
GUJARAT,KHEDA NORTH,2001,11,30,0,43,0,122,0,206,WESTERN REGION
GUJARAT,KUTCH,2001,2,22,2,25,1,176,0,228,WESTERN REGION
GUJARAT,MEHSANA,2001,4,49,5,47,1,188,0,294,WESTERN REGION
GUJARAT,NAVSARI,2001,2,5,0,6,0,17,0,30,WESTERN REGION
GUJARAT,PALANPUR,2001,18,35,2,50,2,152,0,259,WESTERN REGION
GUJARAT,PANCHMAHAL,2001,5,46,0,1,23,43,0,118,WESTERN REGION
GUJARAT,PATAN,2001,3,21,0,23,0,78,0,125,WESTERN REGION
