STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Total Crime,Region
NAGALAND,DIMAPUR,2003,2,2,0,0,0,0,1,5,EASTERN REGION
NAGALAND,KIPHIRE,2003,1,0,0,0,0,0,0,1,EASTERN REGION
NAGALAND,KOHIMA,2003,5,0,0,4,0,0,0,9,EASTERN REGION
NAGALAND,MOKOKCHUNG,2003,1,0,0,0,2,0,0,3,EASTERN REGION
NAGALAND,MON,2003,2,0,0,0,0,0,0,2,EASTERN REGION
NAGALAND,PEREN,2003,1,0,0,0,0,0,0,1,EASTERN REGION
NAGALAND,PHEK,2003,2,0,0,0,0,0,0,2,EASTERN REGION
NAGALAND,TUENSANG,2003,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,WOKHA,2003,0,1,0,0,0,0,0,1,EASTERN REGION
NAGALAND,ZUNHEBOTO,2003,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,DIMAPUR,2004,2,4,0,0,0,0,0,6,EASTERN REGION
NAGALAND,KIPHIRE,2004,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,KOHIMA,2004,10,0,0,2,0,0,0,12,EASTERN REGION
NAGALAND,MOKOKCHUNG,2004,1,0,0,0,1,0,0,2,EASTERN REGION
NAGALAND,MON,2004,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,PEREN,2004,2,0,0,0,0,0,0,2,EASTERN REGION
NAGALAND,PHEK,2004,1,0,0,1,0,0,0,2,EASTERN REGION
NAGALAND,TUENSANG,2004,1,0,0,0,0,0,0,1,EASTERN REGION
NAGALAND,WOKHA,2004,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,ZUNHEBOTO,2004,1,0,0,0,0,0,0,1,EASTERN REGION
NAGALAND,DIMAPUR,2005,7,0,0,0,0,0,0,7,EASTERN REGION
NAGALAND,KIPHIRE,2005,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,KOHIMA,2005,5,5,0,0,0,0,0,10,EASTERN REGION
NAGALAND,MOKOKCHUNG,2005,0,0,0,1,0,0,0,1,EASTERN REGION
NAGALAND,MON,2005,1,0,0,1,0,0,0,2,EASTERN REGION
NAGALAND,PEREN,2005,1,0,0,4,0,0,0,5,EASTERN REGION
NAGALAND,PHEK,2005,1,1,0,1,0,0,0,3,EASTERN REGION
NAGALAND,TUENSANG,2005,1,0,0,0,0,0,0,1,EASTERN REGION
NAGALAND,WOKHA,2005,0,3,0,0,0,0,0,3,EASTERN REGION
NAGALAND,ZUNHEBOTO,2005,1,0,0,0,0,0,0,1,EASTERN REGION
NAGALAND,DIMAPUR,2006,5,2,0,2,2,3,0,14,EASTERN REGION
NAGALAND,KIPHIRE,2006,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,KOHIMA,2006,8,0,0,0,0,0,0,8,EASTERN REGION
NAGALAND,MOKOKCHUNG,2006,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,MON,2006,2,0,0,0,0,0,0,2,EASTERN REGION
NAGALAND,PEREN,2006,0,0,0,1,0,0,0,1,EASTERN REGION
NAGALAND,PHEK,2006,5,0,0,0,0,0,0,5,EASTERN REGION
NAGALAND,TUENSANG,2006,1,0,0,0,0,0,0,1,EASTERN REGION
NAGALAND,WOKHA,2006,0,1,0,0,0,0,0,1,EASTERN REGION
NAGALAND,ZUNHEBOTO,2006,2,0,0,0,0,0,0,2,EASTERN REGION
NAGALAND,DIMAPUR,2007,5,4,0,5,1,0,0,15,EASTERN REGION
NAGALAND,KIPHIRE,2007,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,KOHIMA,2007,4,1,0,1,0,0,0,6,EASTERN REGION
NAGALAND,LONGLENG,2007,0,1,0,0,0,0,0,1,EASTERN REGION
NAGALAND,MOKOKCHUNG,2007,1,0,0,0,0,0,0,1,EASTERN REGION
NAGALAND,MON,2007,0,0,0,1,0,0,0,1,EASTERN REGION
NAGALAND,PEREN,2007,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,PHEK,2007,0,0,0,1,0,0,0,1,EASTERN REGION
NAGALAND,TUENSANG,2007,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,WOKHA,2007,3,0,0,0,0,0,0,3,EASTERN REGION
NAGALAND,ZUNHEBOTO,2007,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,DIMAPUR,2008,6,5,0,11,0,2,0,24,EASTERN REGION
NAGALAND,KIPHIRE,2008,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,KOHIMA,2008,6,0,0,1,0,2,0,9,EASTERN REGION
NAGALAND,LONGLENG,2008,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,MOKOKCHUNG,2008,1,0,0,0,0,0,0,1,EASTERN REGION
NAGALAND,MON,2008,1,0,0,1,0,0,0,2,EASTERN REGION
NAGALAND,PEREN,2008,1,0,0,0,0,0,0,1,EASTERN REGION
NAGALAND,PHEK,2008,2,0,0,1,0,0,0,3,EASTERN REGION
NAGALAND,TUENSANG,2008,1,0,0,0,0,0,0,1,EASTERN REGION
NAGALAND,WOKHA,2008,0,2,0,1,1,0,0,4,EASTERN REGION
NAGALAND,ZUNHEBOTO,2008,1,0,0,0,0,0,0,1,EASTERN REGION
NAGALAND,DIMAPUR,2009,7,4,0,7,0,0,0,18,EASTERN REGION
NAGALAND,KIPHIRE,2009,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,KOHIMA,2009,6,4,0,0,0,0,0,10,EASTERN REGION
NAGALAND,LONGLENG,2009,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,MOKOKCHUNG,2009,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,MON,2009,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,PEREN,2009,2,0,0,1,0,0,0,3,EASTERN REGION
NAGALAND,PHEK,2009,0,0,0,1,0,0,0,1,EASTERN REGION
NAGALAND,TUENSANG,2009,1,0,0,1,0,0,0,2,EASTERN REGION
NAGALAND,WOKHA,2009,3,0,0,1,0,0,0,4,EASTERN REGION
NAGALAND,ZUNHEBOTO,2009,3,2,0,0,0,0,0,5,EASTERN REGION
NAGALAND,DIMAPUR,2010,4,5,0,8,2,1,0,20,EASTERN REGION
NAGALAND,KIPHIRE,2010,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,KOHIMA,2010,3,0,0,1,0,0,0,4,EASTERN REGION
NAGALAND,LONGLENG,2010,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,MOKOKCHUNG,2010,2,0,0,1,0,0,0,3,EASTERN REGION
NAGALAND,MON,2010,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,PEREN,2010,0,0,0,0,1,0,0,1,EASTERN REGION
NAGALAND,PHEK,2010,1,0,0,1,0,0,0,2,EASTERN REGION
NAGALAND,TUENSANG,2010,1,0,0,2,0,0,0,3,EASTERN REGION
NAGALAND,WOKHA,2010,2,1,0,0,0,0,0,3,EASTERN REGION
NAGALAND,ZUNHEBOTO,2010,3,0,0,0,0,0,0,3,EASTERN REGION
NAGALAND,DIMAPUR,2011,9,1,0,7,0,1,0,18,EASTERN REGION
NAGALAND,KIPHIRE,2011,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,KOHIMA,2011,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,LONGLENG,2011,1,0,0,0,0,0,0,1,EASTERN REGION
NAGALAND,MOKOKCHUNG,2011,2,1,0,0,0,0,0,3,EASTERN REGION
NAGALAND,MON,2011,2,0,0,0,0,0,0,2,EASTERN REGION
NAGALAND,PEREN,2011,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,PHEK,2011,3,0,0,2,0,0,0,5,EASTERN REGION
NAGALAND,TUENSANG,2011,2,0,0,0,0,0,0,2,EASTERN REGION
NAGALAND,WOKHA,2011,1,0,0,0,0,0,0,1,EASTERN REGION
NAGALAND,ZUNHEBOTO,2011,3,1,0,0,0,0,0,4,EASTERN REGION
NAGALAND,DIMAPUR,2012,9,5,0,9,0,0,0,23,EASTERN REGION
NAGALAND,KIPHIRE,2012,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,KOHIMA,2012,1,0,0,2,0,0,0,3,EASTERN REGION
NAGALAND,LONGLENG,2012,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,MOKOKCHUNG,2012,3,0,0,3,0,0,0,6,EASTERN REGION
NAGALAND,MON,2012,3,2,0,0,0,0,0,5,EASTERN REGION
NAGALAND,PEREN,2012,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,PHEK,2012,1,0,0,2,0,0,0,3,EASTERN REGION
NAGALAND,TUENSANG,2012,1,0,0,0,0,0,0,1,EASTERN REGION
NAGALAND,WOKHA,2012,2,0,0,0,0,0,0,2,EASTERN REGION
NAGALAND,ZUNHEBOTO,2012,1,3,0,0,0,0,0,4,EASTERN REGION
NAGALAND,DIMAPUR,2013,14,10,1,18,1,4,0,48,EASTERN REGION
NAGALAND,KIPHIRE,2013,2,0,0,0,0,0,0,2,EASTERN REGION
NAGALAND,KOHIMA,2013,5,0,0,0,0,0,0,5,EASTERN REGION
NAGALAND,LONGLENG,2013,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,MOKOKCHUNG,2013,3,0,0,0,0,0,0,3,EASTERN REGION
NAGALAND,MON,2013,1,1,0,0,0,0,0,2,EASTERN REGION
NAGALAND,TUENSANG,2013,1,0,0,0,0,0,0,1,EASTERN REGION
NAGALAND,WOKHA,2013,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,ZUNHEBOTO,2013,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,DIMAPUR,2014,12,8,0,10,1,3,0,34,EASTERN REGION
NAGALAND,KOHIMA,2014,9,3,0,0,0,0,0,12,EASTERN REGION
NAGALAND,LONGLENG,2014,1,0,0,0,0,0,0,1,EASTERN REGION
NAGALAND,MON,2014,1,0,0,0,0,0,0,1,EASTERN REGION
NAGALAND,PEREN,2014,0,0,0,1,0,0,0,1,EASTERN REGION
NAGALAND,PHEK,2014,1,0,0,3,0,0,0,4,EASTERN REGION
NAGALAND,TUENSANG,2014,1,1,0,0,0,0,0,2,EASTERN REGION
NAGALAND,WOKHA,2014,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,ZUNHEBOTO,2014,3,0,0,0,0,0,0,3,EASTERN REGION
NAGALAND,DIMAPUR,2015,16,29,0,6,1,2,0,54,EASTERN REGION
NAGALAND,KIPHIRE,2015,0,0,0,0,0,0,0,0,EASTERN REGION
NAGALAND,KOHIMA,2015,10,0,0,0,8,1,0,19,EASTERN REGION
NAGALAND,MOKOKCHUNG,2015,1,0,0,0,0,0,0,1,EASTERN REGION
NAGALAND,MON,2015,2,0,0,2,0,1,0,5,EASTERN REGION
NAGALAND,PEREN,2015,1,0,0,0,0,0,0,1,EASTERN REGION
NAGALAND,PHEK,2015,2,0,0,0,0,0,0,2,EASTERN REGION
NAGALAND,TUENSANG,2015,0,1,0,0,0,0,0,1,EASTERN REGION
NAGALAND,WOKHA,2015,2,0,0,0,0,0,0,2,EASTERN REGION
NAGALAND,ZUNHEBOTO,2015,1,0,0,0,0,0,0,1,EASTERN REGION
ORISSA,ANGUL,2001,33,5,8,90,0,53,0,189,EASTERN REGION
ORISSA,BALASORE,2001,58,32,36,92,9,68,0,295,EASTERN REGION
ORISSA,BARAGARH,2001,19,8,0,41,2,30,0,100,EASTERN REGION
ORISSA,BERHAMPUR,2001,10,10,4,41,6,29,0,100,EASTERN REGION
ORISSA,BHADRAK,2001,35,18,23,29,5,79,0,189,EASTERN REGION
ORISSA,BOLANGIR,2001,19,16,4,91,11,61,0,202,EASTERN REGION
ORISSA,BOUDH,2001,6,5,1,21,3,6,0,42,EASTERN REGION
ORISSA,CUTTACK,2001,34,33,39,42,1,125,0,274,EASTERN REGION
ORISSA,DEOGARH,2001,8,4,2,33,0,8,0,55,EASTERN REGION
ORISSA,DHENKANAL,2001,15,7,14,82,5,31,0,154,EASTERN REGION
ORISSA,GAJAPATI,2001,10,3,1,13,2,7,0,36,EASTERN REGION
ORISSA,GANJAM,2001,22,10,1,102,6,9,0,150,EASTERN REGION
ORISSA,JAGATSINGHPUR,2001,12,16,16,13,2,30,0,89,EASTERN REGION
ORISSA,JAJPUR,2001,24,14,16,16,3,42,0,115,EASTERN REGION
ORISSA,JHARSUGUDA,2001,12,5,4,39,1,13,0,74,EASTERN REGION
ORISSA,KALAHANDI,2001,30,17,0,22,5,9,0,83,EASTERN REGION
ORISSA,KANDHAMAL,2001,34,25,4,95,15,29,0,202,EASTERN REGION
ORISSA,KENDRAPARA,2001,11,15,24,66,176,57,0,349,EASTERN REGION
ORISSA,KEONJHAR,2001,38,19,4,127,16,41,0,245,EASTERN REGION
ORISSA,KHURDA,2001,65,32,11,28,9,171,0,316,EASTERN REGION
ORISSA,KORAPUT,2001,38,13,7,56,124,132,0,370,EASTERN REGION
ORISSA,MALKANGIR,2001,14,5,0,27,0,12,0,58,EASTERN REGION
ORISSA,MAYURBHANJ,2001,77,31,19,141,0,74,0,342,EASTERN REGION
ORISSA,NAYAGARH,2001,17,18,14,11,3,9,0,72,EASTERN REGION
ORISSA,NOWRANGPUR,2001,13,3,0,41,7,13,0,77,EASTERN REGION
ORISSA,NUAPADA,2001,9,2,0,16,5,17,0,49,EASTERN REGION
ORISSA,PURI,2001,41,24,29,13,0,32,0,139,EASTERN REGION
ORISSA,RAYAGADA,2001,9,0,1,33,2,26,0,71,EASTERN REGION
ORISSA,ROURKELA,2001,12,6,2,35,13,17,0,85,EASTERN REGION
ORISSA,SAMBALPUR,2001,18,9,0,82,9,18,0,136,EASTERN REGION
ORISSA,SONEPUR,2001,8,4,6,28,4,11,0,61,EASTERN REGION
ORISSA,SRP(CUTTACK),2001,1,3,0,5,4,0,0,13,EASTERN REGION
ORISSA,SRP(ROURKELA),2001,2,3,0,2,0,0,0,7,EASTERN REGION
ORISSA,SUNDARGARH,2001,36,19,4,82,10,7,0,158,EASTERN REGION
ORISSA,ANGUL,2002,25,15,8,53,4,49,0,154,EASTERN REGION
ORISSA,BALASORE,2002,47,31,28,81,26,86,0,299,EASTERN REGION
ORISSA,BARAGARH,2002,12,4,3,50,4,29,0,102,EASTERN REGION
ORISSA,BERHAMPUR,2002,10,6,7,41,1,22,0,87,EASTERN REGION
ORISSA,BHADRAK,2002,27,18,12,35,9,12,0,113,EASTERN REGION
ORISSA,BOLANGIR,2002,15,12,4,74,15,17,0,137,EASTERN REGION
ORISSA,BOUDH,2002,2,2,1,21,3,5,0,34,EASTERN REGION
ORISSA,CUTTACK,2002,32,31,3,69,10,131,0,276,EASTERN REGION
ORISSA,DEOGARH,2002,7,5,5,44,1,10,0,72,EASTERN REGION
ORISSA,DHENKANAL,2002,12,17,5,69,6,30,0,139,EASTERN REGION
ORISSA,GAJAPATI,2002,8,3,0,18,1,7,0,37,EASTERN REGION
ORISSA,GANJAM,2002,34,8,21,124,9,54,0,250,EASTERN REGION
ORISSA,JAGATSINGHPUR,2002,17,13,8,19,1,29,0,87,EASTERN REGION
ORISSA,JAJPUR,2002,18,22,18,18,3,66,0,145,EASTERN REGION
ORISSA,JHARSUGUDA,2002,11,3,0,27,0,13,0,54,EASTERN REGION
ORISSA,KALAHANDI,2002,18,9,2,25,10,19,0,83,EASTERN REGION
ORISSA,KANDHAMAL,2002,32,29,2,72,9,48,0,192,EASTERN REGION
ORISSA,KENDRAPARA,2002,9,14,24,13,1,18,0,79,EASTERN REGION
ORISSA,KEONJHAR,2002,42,23,4,157,19,25,0,270,EASTERN REGION
ORISSA,KHURDA,2002,52,44,19,36,15,187,0,353,EASTERN REGION
ORISSA,KORAPUT,2002,30,8,3,53,4,41,0,139,EASTERN REGION
ORISSA,MALKANGIR,2002,15,6,3,17,1,8,0,50,EASTERN REGION
ORISSA,MAYURBHANJ,2002,68,24,26,125,0,106,0,349,EASTERN REGION
ORISSA,NAYAGARH,2002,9,11,8,2,1,11,0,42,EASTERN REGION
ORISSA,NOWRANGPUR,2002,17,16,0,34,3,11,0,81,EASTERN REGION
ORISSA,NUAPADA,2002,5,5,2,26,5,17,0,60,EASTERN REGION
ORISSA,PURI,2002,41,28,23,15,2,16,0,125,EASTERN REGION
ORISSA,RAYAGADA,2002,15,0,0,56,2,24,0,97,EASTERN REGION
ORISSA,ROURKELA,2002,18,8,0,44,3,18,0,91,EASTERN REGION
ORISSA,SAMBALPUR,2002,15,3,5,84,7,6,0,120,EASTERN REGION
ORISSA,SONEPUR,2002,6,2,0,38,4,20,0,70,EASTERN REGION
ORISSA,SRP(CUTTACK),2002,1,1,0,4,0,2,0,8,EASTERN REGION
ORISSA,SRP(ROURKELA),2002,0,0,0,6,0,3,0,9,EASTERN REGION
ORISSA,SUNDARGARH,2002,21,11,4,55,9,27,0,127,EASTERN REGION
ORISSA,ANGUL,2003,20,9,18,111,0,36,0,194,EASTERN REGION
ORISSA,BALASORE,2003,49,32,30,61,25,44,0,241,EASTERN REGION
ORISSA,BARAGARH,2003,30,4,10,70,3,91,0,208,EASTERN REGION
ORISSA,BERHAMPUR,2003,12,1,4,47,3,18,0,85,EASTERN REGION
ORISSA,BHADRAK,2003,25,21,21,49,2,67,0,185,EASTERN REGION
ORISSA,BOLANGIR,2003,25,4,0,95,5,38,0,167,EASTERN REGION
ORISSA,BOUDH,2003,11,4,1,32,1,10,0,59,EASTERN REGION
ORISSA,CUTTACK,2003,32,26,47,27,1,122,0,255,EASTERN REGION
ORISSA,DEOGARH,2003,5,9,0,52,3,12,0,81,EASTERN REGION
ORISSA,DHENKANAL,2003,9,7,3,67,10,27,0,123,EASTERN REGION
ORISSA,GAJAPATI,2003,4,4,3,21,1,7,0,40,EASTERN REGION
ORISSA,GANJAM,2003,17,9,13,185,10,46,0,280,EASTERN REGION
ORISSA,JAGATSINGHPUR,2003,13,15,12,9,4,29,0,82,EASTERN REGION
ORISSA,JAJPUR,2003,17,21,19,18,0,73,0,148,EASTERN REGION
ORISSA,JHARSUGUDA,2003,15,8,0,38,4,23,0,88,EASTERN REGION
ORISSA,KALAHANDI,2003,18,9,5,22,6,11,0,71,EASTERN REGION
ORISSA,KANDHAMAL,2003,35,23,2,84,7,75,0,226,EASTERN REGION
ORISSA,KENDRAPARA,2003,10,12,12,14,0,12,0,60,EASTERN REGION
ORISSA,KEONJHAR,2003,37,25,14,84,17,55,0,232,EASTERN REGION
ORISSA,KHURDA,2003,57,35,29,39,19,131,0,310,EASTERN REGION
ORISSA,KORAPUT,2003,38,21,0,82,4,51,0,196,EASTERN REGION
ORISSA,MALKANGIR,2003,17,4,1,16,1,6,0,45,EASTERN REGION
ORISSA,MAYURBHANJ,2003,70,2,11,120,8,135,0,346,EASTERN REGION
ORISSA,NAYAGARH,2003,15,11,12,10,2,15,0,65,EASTERN REGION
ORISSA,NOWRANGPUR,2003,26,15,0,44,5,19,0,109,EASTERN REGION
ORISSA,NUAPADA,2003,6,0,0,21,13,16,0,56,EASTERN REGION
ORISSA,PURI,2003,39,14,0,7,0,24,0,84,EASTERN REGION
ORISSA,RAYAGADA,2003,14,5,4,44,3,27,0,97,EASTERN REGION
ORISSA,ROURKELA,2003,10,3,1,31,6,21,0,72,EASTERN REGION
ORISSA,SAMBALPUR,2003,22,9,1,61,13,15,0,121,EASTERN REGION
ORISSA,SONEPUR,2003,4,2,1,44,1,8,0,60,EASTERN REGION
ORISSA,SRP(CUTTACK),2003,1,2,0,9,1,3,0,16,EASTERN REGION
ORISSA,SRP(ROURKELA),2003,1,1,0,3,0,0,0,5,EASTERN REGION
ORISSA,SUNDARGARH,2003,21,6,5,52,10,22,0,116,EASTERN REGION
ORISSA,ANGUL,2004,27,10,13,81,0,63,0,194,EASTERN REGION
ORISSA,BALASORE,2004,44,31,41,129,19,28,0,292,EASTERN REGION
ORISSA,BARAGARH,2004,22,14,8,63,11,90,0,208,EASTERN REGION
ORISSA,BERHAMPUR,2004,16,12,6,54,0,53,0,141,EASTERN REGION
ORISSA,BHADRAK,2004,31,17,8,63,15,70,0,204,EASTERN REGION
ORISSA,BOLANGIR,2004,33,1,6,94,6,43,0,183,EASTERN REGION
ORISSA,BOUDH,2004,7,4,2,41,1,19,0,74,EASTERN REGION
ORISSA,CUTTACK,2004,45,38,50,64,4,126,0,327,EASTERN REGION
ORISSA,DEOGARH,2004,13,3,1,37,1,17,0,72,EASTERN REGION
ORISSA,DHENKANAL,2004,19,17,12,97,18,25,0,188,EASTERN REGION
ORISSA,GAJAPATI,2004,5,7,0,23,4,8,0,47,EASTERN REGION
ORISSA,GANJAM,2004,15,11,21,155,4,30,0,236,EASTERN REGION
ORISSA,JAGATSINGHPUR,2004,19,18,14,10,2,32,0,95,EASTERN REGION
ORISSA,JAJPUR,2004,15,21,21,25,4,64,0,150,EASTERN REGION
ORISSA,JHARSUGUDA,2004,12,7,0,41,2,4,0,66,EASTERN REGION
ORISSA,KALAHANDI,2004,22,7,2,33,6,20,0,90,EASTERN REGION
ORISSA,KANDHAMAL,2004,26,12,2,67,4,42,0,153,EASTERN REGION
ORISSA,KENDRAPARA,2004,19,7,29,9,0,10,0,74,EASTERN REGION
ORISSA,KEONJHAR,2004,39,14,16,87,6,15,0,177,EASTERN REGION
ORISSA,KHURDA,2004,44,42,20,49,7,64,0,226,EASTERN REGION
ORISSA,KORAPUT,2004,40,16,1,82,2,46,0,187,EASTERN REGION
ORISSA,MALKANGIR,2004,19,2,1,28,3,12,0,65,EASTERN REGION
ORISSA,MAYURBHANJ,2004,84,25,21,102,0,125,0,357,EASTERN REGION
ORISSA,NAYAGARH,2004,17,14,1,11,3,10,0,56,EASTERN REGION
ORISSA,NOWRANGPUR,2004,16,11,0,33,4,24,0,88,EASTERN REGION
ORISSA,NUAPADA,2004,10,6,1,22,4,10,0,53,EASTERN REGION
ORISSA,PURI,2004,36,24,19,22,8,17,0,126,EASTERN REGION
ORISSA,RAYAGADA,2004,19,0,0,59,2,36,0,116,EASTERN REGION
ORISSA,ROURKELA,2004,10,8,1,56,6,39,0,120,EASTERN REGION
ORISSA,SAMBALPUR,2004,22,10,0,57,8,25,0,122,EASTERN REGION
ORISSA,SONEPUR,2004,5,1,0,29,3,7,0,45,EASTERN REGION
ORISSA,SRP(CUTTACK),2004,0,3,0,3,0,1,0,7,EASTERN REGION
ORISSA,SRP(ROURKELA),2004,2,0,0,2,0,0,0,4,EASTERN REGION
ORISSA,SUNDARGARH,2004,17,10,2,83,13,17,0,142,EASTERN REGION
ORISSA,ANGUL,2005,28,15,5,135,0,61,0,244,EASTERN REGION
ORISSA,BALASORE,2005,43,35,32,132,17,122,0,381,EASTERN REGION
ORISSA,BARAGARH,2005,21,12,9,112,3,256,0,413,EASTERN REGION
ORISSA,BERHAMPUR,2005,6,3,1,111,6,24,0,151,EASTERN REGION
ORISSA,BHADRAK,2005,37,18,9,90,25,116,0,295,EASTERN REGION
ORISSA,BOLANGIR,2005,37,32,11,126,10,22,0,238,EASTERN REGION
ORISSA,BOUDH,2005,7,2,3,35,2,6,0,55,EASTERN REGION
ORISSA,CUTTACK,2005,29,64,39,24,6,162,0,324,EASTERN REGION
ORISSA,DEOGARH,2005,16,5,1,60,3,12,0,97,EASTERN REGION
ORISSA,DHENKANAL,2005,8,9,20,139,9,34,0,219,EASTERN REGION
ORISSA,GAJAPATI,2005,9,6,1,35,2,3,0,56,EASTERN REGION
ORISSA,GANJAM,2005,26,12,28,179,10,92,0,347,EASTERN REGION
ORISSA,JAGATSINGHPUR,2005,14,10,11,7,6,35,0,83,EASTERN REGION
ORISSA,JAJPUR,2005,20,39,25,37,3,59,0,183,EASTERN REGION
ORISSA,JHARSUGUDA,2005,19,5,1,52,3,22,0,102,EASTERN REGION
ORISSA,KALAHANDI,2005,30,10,5,40,1,32,0,118,EASTERN REGION
ORISSA,KANDHAMAL,2005,20,20,8,111,2,45,0,206,EASTERN REGION
ORISSA,KENDRAPARA,2005,23,17,19,13,0,5,0,77,EASTERN REGION
ORISSA,KEONJHAR,2005,36,21,12,89,15,20,0,193,EASTERN REGION
ORISSA,KHURDA,2005,57,56,17,42,9,46,0,227,EASTERN REGION
ORISSA,KORAPUT,2005,45,25,2,116,6,64,0,258,EASTERN REGION
ORISSA,MALKANGIR,2005,7,6,3,23,2,6,0,47,EASTERN REGION
ORISSA,MAYURBHANJ,2005,102,37,19,136,0,180,0,474,EASTERN REGION
ORISSA,NAYAGARH,2005,17,20,4,10,3,14,0,68,EASTERN REGION
ORISSA,NOWRANGPUR,2005,18,8,2,49,1,8,0,86,EASTERN REGION
ORISSA,NUAPADA,2005,6,5,2,38,3,14,0,68,EASTERN REGION
ORISSA,PURI,2005,31,18,30,24,8,90,0,201,EASTERN REGION
ORISSA,RAYAGADA,2005,17,0,2,44,5,37,0,105,EASTERN REGION
ORISSA,ROURKELA,2005,17,10,8,51,7,26,0,119,EASTERN REGION
ORISSA,SAMBALPUR,2005,15,17,3,76,10,22,0,143,EASTERN REGION
ORISSA,SONEPUR,2005,4,1,0,43,0,6,0,54,EASTERN REGION
ORISSA,SRP(CUTTACK),2005,1,1,0,4,0,2,0,8,EASTERN REGION
ORISSA,SRP(ROURKELA),2005,1,3,0,6,0,1,0,11,EASTERN REGION
ORISSA,SUNDARGARH,2005,32,5,2,49,7,27,0,122,EASTERN REGION
ORISSA,ANGUL,2006,41,13,12,97,13,36,0,212,EASTERN REGION
ORISSA,BALASORE,2006,59,46,46,145,26,28,0,350,EASTERN REGION
ORISSA,BARAGARH,2006,17,11,17,69,7,17,0,138,EASTERN REGION
ORISSA,BERHAMPUR,2006,12,9,9,87,5,11,0,133,EASTERN REGION
ORISSA,BHADRAK,2006,45,19,23,58,18,17,0,180,EASTERN REGION
ORISSA,BOLANGIR,2006,40,20,7,140,14,23,0,244,EASTERN REGION
ORISSA,BOUDH,2006,4,2,1,49,6,9,0,71,EASTERN REGION
ORISSA,CUTTACK,2006,46,51,49,48,4,36,0,234,EASTERN REGION
ORISSA,DEOGARH,2006,18,5,2,69,4,13,0,111,EASTERN REGION
ORISSA,DHENKANAL,2006,32,8,12,130,12,23,0,217,EASTERN REGION
ORISSA,GAJAPATI,2006,7,4,3,30,0,8,0,52,EASTERN REGION
ORISSA,GANJAM,2006,33,15,20,176,6,24,0,274,EASTERN REGION
ORISSA,JAGATSINGHPUR,2006,12,19,17,7,1,8,0,64,EASTERN REGION
ORISSA,JAJPUR,2006,35,36,29,69,8,31,0,208,EASTERN REGION
ORISSA,JHARSUGUDA,2006,13,5,3,63,6,7,0,97,EASTERN REGION
ORISSA,KALAHANDI,2006,49,13,12,42,5,28,0,149,EASTERN REGION
ORISSA,KANDHAMAL,2006,28,13,2,88,4,38,0,173,EASTERN REGION
ORISSA,KENDRAPARA,2006,30,9,36,10,1,12,0,98,EASTERN REGION
ORISSA,KEONJHAR,2006,53,32,10,152,13,20,0,280,EASTERN REGION
ORISSA,KHURDA,2006,58,46,35,62,10,59,0,270,EASTERN REGION
ORISSA,KORAPUT,2006,57,36,5,130,5,54,0,287,EASTERN REGION
ORISSA,MALKANGIR,2006,17,8,3,31,0,8,0,67,EASTERN REGION
ORISSA,MAYURBHANJ,2006,88,37,25,159,15,61,0,385,EASTERN REGION
ORISSA,NAYAGARH,2006,17,16,12,16,4,12,0,77,EASTERN REGION
ORISSA,NOWRANGPUR,2006,24,17,5,53,5,17,0,121,EASTERN REGION
ORISSA,NUAPADA,2006,9,3,6,38,5,17,0,78,EASTERN REGION
ORISSA,PURI,2006,19,29,30,17,7,17,0,119,EASTERN REGION
